,HU,MD,PL,RO,SK
2022-08-15 18:00:00+03:00,641.0,0.0,215.0,0.0,
2022-08-15 19:00:00+03:00,717.0,0.0,218.0,0.0,
2022-08-15 20:00:00+03:00,688.0,0.0,217.0,0.0,
2022-08-15 21:00:00+03:00,679.0,0.0,218.0,0.0,
2022-08-15 22:00:00+03:00,683.0,0.0,219.0,0.0,
2022-08-15 23:00:00+03:00,727.0,,218.0,0.0,
2022-08-16 00:00:00+03:00,703.0,0.0,219.0,0.0,
2022-08-16 01:00:00+03:00,706.0,0.0,218.0,0.0,
2022-08-16 02:00:00+03:00,680.0,0.0,219.0,0.0,
2022-08-16 03:00:00+03:00,640.0,0.0,219.0,0.0,
2022-08-16 04:00:00+03:00,627.0,0.0,217.0,0.0,
2022-08-16 05:00:00+03:00,584.0,0.0,217.0,0.0,
2022-08-16 06:00:00+03:00,520.0,0.0,215.0,3.0,
2022-08-16 07:00:00+03:00,512.0,0.0,218.0,0.0,
2022-08-16 08:00:00+03:00,444.0,0.0,217.0,26.0,
2022-08-16 09:00:00+03:00,393.0,0.0,215.0,76.0,
2022-08-16 10:00:00+03:00,320.0,13.0,218.0,115.0,
2022-08-16 11:00:00+03:00,309.0,4.0,217.0,117.0,
2022-08-16 12:00:00+03:00,322.0,0.0,217.0,124.0,
2022-08-16 13:00:00+03:00,312.0,0.0,217.0,91.0,
2022-08-16 14:00:00+03:00,374.0,0.0,217.0,69.0,
2022-08-16 15:00:00+03:00,421.0,0.0,217.0,43.0,
2022-08-16 16:00:00+03:00,505.0,0.0,218.0,0.0,
2022-08-16 17:00:00+03:00,579.0,0.0,218.0,0.0,
2022-08-16 18:00:00+03:00,587.0,0.0,216.0,,
2022-08-16 19:00:00+03:00,576.0,0.0,217.0,0.0,
2022-08-16 20:00:00+03:00,569.0,0.0,217.0,0.0,
2022-08-16 21:00:00+03:00,579.0,0.0,215.0,0.0,
2022-08-16 22:00:00+03:00,604.0,0.0,219.0,0.0,
2022-08-16 23:00:00+03:00,582.0,0.0,218.0,0.0,
2022-08-17 00:00:00+03:00,632.0,0.0,217.0,0.0,
2022-08-17 01:00:00+03:00,676.0,0.0,216.0,0.0,
2022-08-17 02:00:00+03:00,698.0,0.0,216.0,0.0,
2022-08-17 03:00:00+03:00,700.0,0.0,216.0,0.0,
2022-08-17 04:00:00+03:00,618.0,0.0,216.0,0.0,
2022-08-17 05:00:00+03:00,619.0,0.0,216.0,0.0,
2022-08-17 06:00:00+03:00,626.0,0.0,217.0,0.0,
2022-08-17 07:00:00+03:00,650.0,0.0,217.0,0.0,
2022-08-17 08:00:00+03:00,484.0,0.0,216.0,0.0,
2022-08-17 09:00:00+03:00,392.0,0.0,215.0,39.0,
2022-08-17 10:00:00+03:00,351.0,0.0,218.0,53.0,
2022-08-17 11:00:00+03:00,361.0,0.0,218.0,45.0,
2022-08-17 12:00:00+03:00,368.0,0.0,216.0,43.0,
2022-08-17 13:00:00+03:00,385.0,0.0,218.0,39.0,
2022-08-17 14:00:00+03:00,387.0,0.0,218.0,35.0,
2022-08-17 15:00:00+03:00,388.0,0.0,215.0,81.0,
2022-08-17 16:00:00+03:00,492.0,0.0,215.0,3.0,
2022-08-17 17:00:00+03:00,540.0,0.0,220.0,0.0,
2022-08-17 18:00:00+03:00,551.0,0.0,219.0,3.0,
2022-08-17 19:00:00+03:00,575.0,0.0,217.0,28.0,
2022-08-17 20:00:00+03:00,550.0,0.0,218.0,7.0,
2022-08-17 21:00:00+03:00,539.0,0.0,217.0,5.0,
2022-08-17 22:00:00+03:00,604.0,0.0,214.0,2.0,
2022-08-17 23:00:00+03:00,618.0,0.0,217.0,45.0,
2022-08-18 00:00:00+03:00,737.0,0.0,212.0,0.0,
2022-08-18 01:00:00+03:00,648.0,0.0,90.0,90.0,
2022-08-18 02:00:00+03:00,638.0,0.0,88.0,25.0,
2022-08-18 03:00:00+03:00,646.0,0.0,89.0,9.0,
2022-08-18 04:00:00+03:00,648.0,0.0,90.0,0.0,
2022-08-18 05:00:00+03:00,654.0,0.0,90.0,0.0,
2022-08-18 06:00:00+03:00,599.0,0.0,90.0,19.0,
2022-08-18 07:00:00+03:00,547.0,0.0,89.0,29.0,
2022-08-18 08:00:00+03:00,379.0,0.0,90.0,166.0,
2022-08-18 09:00:00+03:00,338.0,0.0,90.0,214.0,
2022-08-18 10:00:00+03:00,302.0,0.0,89.0,225.0,
2022-08-18 11:00:00+03:00,327.0,0.0,90.0,234.0,
2022-08-18 12:00:00+03:00,314.0,0.0,90.0,280.0,
2022-08-18 13:00:00+03:00,305.0,13.0,89.0,293.0,
2022-08-18 14:00:00+03:00,332.0,0.0,89.0,283.0,
2022-08-18 15:00:00+03:00,358.0,0.0,90.0,314.0,
2022-08-18 16:00:00+03:00,444.0,0.0,150.0,222.0,
2022-08-18 17:00:00+03:00,482.0,0.0,217.0,182.0,
2022-08-18 18:00:00+03:00,455.0,0.0,218.0,235.0,
2022-08-18 19:00:00+03:00,406.0,9.0,218.0,240.0,
2022-08-18 20:00:00+03:00,404.0,61.0,216.0,224.0,
2022-08-18 21:00:00+03:00,443.0,126.0,218.0,224.0,
2022-08-18 22:00:00+03:00,448.0,55.0,218.0,234.0,
2022-08-18 23:00:00+03:00,521.0,0.0,214.0,219.0,
2022-08-19 00:00:00+03:00,594.0,0.0,215.0,157.0,
2022-08-19 01:00:00+03:00,600.0,0.0,217.0,125.0,
2022-08-19 02:00:00+03:00,675.0,0.0,214.0,54.0,
2022-08-19 03:00:00+03:00,678.0,0.0,217.0,42.0,
2022-08-19 04:00:00+03:00,694.0,0.0,216.0,27.0,
2022-08-19 05:00:00+03:00,689.0,0.0,216.0,26.0,
2022-08-19 06:00:00+03:00,617.0,0.0,216.0,8.0,
2022-08-19 07:00:00+03:00,607.0,0.0,216.0,1.0,
2022-08-19 08:00:00+03:00,554.0,0.0,216.0,0.0,
2022-08-19 09:00:00+03:00,439.0,0.0,218.0,70.0,
2022-08-19 10:00:00+03:00,498.0,0.0,217.0,0.0,
2022-08-19 11:00:00+03:00,450.0,0.0,215.0,29.0,
2022-08-19 12:00:00+03:00,357.0,0.0,216.0,170.0,
2022-08-19 13:00:00+03:00,383.0,0.0,215.0,206.0,
2022-08-19 14:00:00+03:00,360.0,0.0,218.0,245.0,
2022-08-19 15:00:00+03:00,362.0,13.0,217.0,224.0,
2022-08-19 16:00:00+03:00,341.0,41.0,217.0,264.0,
2022-08-19 17:00:00+03:00,347.0,83.0,215.0,273.0,
2022-08-19 18:00:00+03:00,377.0,36.0,216.0,225.0,
2022-08-19 19:00:00+03:00,451.0,0.0,216.0,93.0,
2022-08-19 20:00:00+03:00,470.0,0.0,215.0,42.0,
2022-08-19 21:00:00+03:00,409.0,78.0,215.0,136.0,
2022-08-19 22:00:00+03:00,445.0,0.0,219.0,116.0,
2022-08-19 23:00:00+03:00,481.0,0.0,219.0,159.0,
2022-08-20 00:00:00+03:00,457.0,0.0,216.0,166.0,
2022-08-20 01:00:00+03:00,579.0,0.0,214.0,81.0,
2022-08-20 02:00:00+03:00,612.0,0.0,219.0,58.0,
2022-08-20 03:00:00+03:00,610.0,0.0,217.0,45.0,
2022-08-20 04:00:00+03:00,631.0,0.0,215.0,24.0,
2022-08-20 05:00:00+03:00,659.0,0.0,218.0,19.0,
2022-08-20 06:00:00+03:00,646.0,0.0,218.0,31.0,
2022-08-20 07:00:00+03:00,586.0,0.0,219.0,42.0,
2022-08-20 08:00:00+03:00,459.0,0.0,216.0,60.0,
2022-08-20 09:00:00+03:00,388.0,120.0,214.0,100.0,
2022-08-20 10:00:00+03:00,358.0,170.0,217.0,142.0,
2022-08-20 11:00:00+03:00,365.0,169.0,216.0,170.0,
2022-08-20 12:00:00+03:00,338.0,168.0,219.0,236.0,
2022-08-20 13:00:00+03:00,305.0,209.0,218.0,281.0,
2022-08-20 14:00:00+03:00,302.0,154.0,217.0,264.0,
2022-08-20 15:00:00+03:00,307.0,52.0,217.0,241.0,
2022-08-20 16:00:00+03:00,305.0,75.0,218.0,284.0,
2022-08-20 17:00:00+03:00,285.0,112.0,218.0,333.0,
2022-08-20 18:00:00+03:00,267.0,185.0,218.0,341.0,
2022-08-20 19:00:00+03:00,286.0,167.0,218.0,252.0,
2022-08-20 20:00:00+03:00,276.0,152.0,216.0,229.0,
2022-08-20 21:00:00+03:00,333.0,155.0,214.0,168.0,
2022-08-20 22:00:00+03:00,374.0,58.0,215.0,142.0,
2022-08-20 23:00:00+03:00,444.0,0.0,217.0,63.0,
2022-08-21 00:00:00+03:00,440.0,0.0,215.0,89.0,
2022-08-21 01:00:00+03:00,523.0,0.0,216.0,48.0,
2022-08-21 02:00:00+03:00,443.0,0.0,220.0,107.0,
2022-08-21 03:00:00+03:00,464.0,0.0,217.0,84.0,
2022-08-21 04:00:00+03:00,437.0,0.0,216.0,97.0,
2022-08-21 05:00:00+03:00,450.0,0.0,216.0,84.0,
2022-08-21 06:00:00+03:00,482.0,0.0,219.0,82.0,
2022-08-21 07:00:00+03:00,474.0,0.0,215.0,51.0,
2022-08-21 08:00:00+03:00,474.0,0.0,216.0,81.0,
2022-08-21 09:00:00+03:00,420.0,11.0,218.0,110.0,
2022-08-21 10:00:00+03:00,455.0,0.0,218.0,94.0,
2022-08-21 11:00:00+03:00,422.0,3.0,219.0,132.0,
2022-08-21 12:00:00+03:00,399.0,22.0,217.0,129.0,
2022-08-21 13:00:00+03:00,379.0,,216.0,106.0,
2022-08-21 14:00:00+03:00,342.0,24.0,215.0,102.0,
2022-08-21 15:00:00+03:00,268.0,,218.0,165.0,
2022-08-21 16:00:00+03:00,331.0,,217.0,168.0,
2022-08-21 17:00:00+03:00,338.0,,216.0,205.0,
2022-08-21 18:00:00+03:00,451.0,0.0,218.0,107.0,
2022-08-21 19:00:00+03:00,437.0,0.0,217.0,95.0,
2022-08-21 20:00:00+03:00,439.0,0.0,218.0,87.0,
2022-08-21 21:00:00+03:00,417.0,65.0,217.0,121.0,
2022-08-21 22:00:00+03:00,387.0,0.0,217.0,120.0,
2022-08-21 23:00:00+03:00,441.0,0.0,216.0,72.0,
2022-08-22 00:00:00+03:00,502.0,0.0,217.0,23.0,
2022-08-22 01:00:00+03:00,462.0,0.0,216.0,19.0,
2022-08-22 02:00:00+03:00,461.0,0.0,217.0,62.0,
2022-08-22 03:00:00+03:00,512.0,0.0,218.0,41.0,
2022-08-22 04:00:00+03:00,530.0,0.0,218.0,11.0,
2022-08-22 05:00:00+03:00,520.0,0.0,216.0,32.0,
2022-08-22 06:00:00+03:00,437.0,0.0,216.0,12.0,
2022-08-22 07:00:00+03:00,499.0,0.0,216.0,0.0,
2022-08-22 08:00:00+03:00,461.0,0.0,216.0,0.0,
2022-08-22 09:00:00+03:00,447.0,14.0,217.0,0.0,
2022-08-22 10:00:00+03:00,434.0,21.0,218.0,0.0,
2022-08-22 11:00:00+03:00,424.0,0.0,218.0,21.0,
2022-08-22 12:00:00+03:00,428.0,0.0,217.0,58.0,
2022-08-22 13:00:00+03:00,337.0,70.0,217.0,191.0,
2022-08-22 14:00:00+03:00,321.0,95.0,216.0,243.0,
2022-08-22 15:00:00+03:00,371.0,93.0,215.0,166.0,
2022-08-22 16:00:00+03:00,388.0,70.0,219.0,146.0,
2022-08-22 17:00:00+03:00,424.0,25.0,217.0,113.0,
2022-08-22 18:00:00+03:00,319.0,120.0,216.0,173.0,
2022-08-22 19:00:00+03:00,315.0,103.0,216.0,134.0,
2022-08-22 20:00:00+03:00,268.0,124.0,219.0,185.0,
2022-08-22 21:00:00+03:00,294.0,174.0,215.0,189.0,
2022-08-22 22:00:00+03:00,303.0,99.0,215.0,143.0,
2022-08-22 23:00:00+03:00,332.0,0.0,217.0,167.0,
2022-08-23 00:00:00+03:00,379.0,0.0,214.0,107.0,
2022-08-23 01:00:00+03:00,348.0,,221.0,144.0,
2022-08-23 02:00:00+03:00,408.0,0.0,217.0,122.0,
2022-08-23 03:00:00+03:00,400.0,0.0,216.0,112.0,
2022-08-23 04:00:00+03:00,412.0,0.0,216.0,105.0,
2022-08-23 05:00:00+03:00,362.0,0.0,217.0,115.0,
2022-08-23 06:00:00+03:00,342.0,0.0,214.0,127.0,
2022-08-23 07:00:00+03:00,456.0,0.0,215.0,0.0,
2022-08-23 08:00:00+03:00,395.0,18.0,216.0,14.0,
2022-08-23 09:00:00+03:00,310.0,136.0,216.0,66.0,
2022-08-23 10:00:00+03:00,296.0,173.0,219.0,85.0,
2022-08-23 11:00:00+03:00,256.0,197.0,216.0,160.0,
2022-08-23 12:00:00+03:00,281.0,173.0,218.0,158.0,
2022-08-23 13:00:00+03:00,172.0,264.0,215.0,250.0,
2022-08-23 14:00:00+03:00,104.0,322.0,218.0,363.0,
2022-08-23 15:00:00+03:00,134.0,,217.0,366.0,
2022-08-23 16:00:00+03:00,141.0,279.0,217.0,415.0,
2022-08-23 17:00:00+03:00,240.0,135.0,217.0,262.0,
2022-08-23 18:00:00+03:00,292.0,117.0,216.0,178.0,
2022-08-23 19:00:00+03:00,342.0,52.0,217.0,89.0,
2022-08-23 20:00:00+03:00,395.0,30.0,217.0,81.0,
2022-08-23 21:00:00+03:00,436.0,68.0,216.0,53.0,
2022-08-23 22:00:00+03:00,443.0,0.0,216.0,2.0,
2022-08-23 23:00:00+03:00,482.0,0.0,218.0,14.0,
2022-08-24 00:00:00+03:00,434.0,0.0,219.0,68.0,
2022-08-24 01:00:00+03:00,471.0,0.0,215.0,56.0,
2022-08-24 02:00:00+03:00,483.0,0.0,217.0,51.0,
2022-08-24 03:00:00+03:00,550.0,0.0,218.0,31.0,
2022-08-24 04:00:00+03:00,543.0,0.0,216.0,24.0,
2022-08-24 05:00:00+03:00,506.0,0.0,217.0,47.0,
2022-08-24 06:00:00+03:00,558.0,0.0,217.0,11.0,
2022-08-24 07:00:00+03:00,685.0,0.0,217.0,0.0,
2022-08-24 08:00:00+03:00,582.0,0.0,218.0,0.0,
2022-08-24 09:00:00+03:00,491.0,0.0,215.0,0.0,
2022-08-24 10:00:00+03:00,505.0,0.0,218.0,0.0,
2022-08-24 11:00:00+03:00,459.0,0.0,216.0,24.0,
2022-08-24 12:00:00+03:00,419.0,0.0,217.0,50.0,
2022-08-24 13:00:00+03:00,406.0,0.0,217.0,25.0,
2022-08-24 14:00:00+03:00,288.0,75.0,218.0,153.0,
2022-08-24 15:00:00+03:00,314.0,85.0,215.0,152.0,
2022-08-24 16:00:00+03:00,468.0,0.0,217.0,15.0,
2022-08-24 17:00:00+03:00,543.0,0.0,217.0,0.0,
2022-08-24 18:00:00+03:00,580.0,0.0,215.0,0.0,
2022-08-24 19:00:00+03:00,629.0,0.0,217.0,0.0,
2022-08-24 20:00:00+03:00,620.0,0.0,217.0,0.0,
2022-08-24 21:00:00+03:00,587.0,0.0,219.0,0.0,
2022-08-24 22:00:00+03:00,639.0,0.0,215.0,0.0,
2022-08-24 23:00:00+03:00,639.0,0.0,219.0,40.0,
2022-08-25 00:00:00+03:00,658.0,0.0,218.0,9.0,
2022-08-25 01:00:00+03:00,630.0,0.0,217.0,56.0,
2022-08-25 02:00:00+03:00,679.0,0.0,218.0,6.0,
2022-08-25 03:00:00+03:00,673.0,0.0,216.0,0.0,
2022-08-25 04:00:00+03:00,714.0,0.0,218.0,0.0,
2022-08-25 05:00:00+03:00,788.0,0.0,216.0,0.0,
2022-08-25 06:00:00+03:00,759.0,0.0,218.0,0.0,
2022-08-25 07:00:00+03:00,738.0,0.0,216.0,0.0,
2022-08-25 08:00:00+03:00,624.0,0.0,216.0,2.0,
2022-08-25 09:00:00+03:00,602.0,0.0,217.0,0.0,
2022-08-25 10:00:00+03:00,572.0,0.0,217.0,0.0,
2022-08-25 11:00:00+03:00,511.0,0.0,216.0,29.0,
2022-08-25 12:00:00+03:00,518.0,0.0,217.0,48.0,
2022-08-25 13:00:00+03:00,543.0,0.0,218.0,32.0,
2022-08-25 14:00:00+03:00,523.0,0.0,215.0,78.0,
2022-08-25 15:00:00+03:00,559.0,0.0,217.0,64.0,
2022-08-25 16:00:00+03:00,596.0,0.0,217.0,88.0,
2022-08-25 17:00:00+03:00,623.0,0.0,217.0,60.0,
2022-08-25 18:00:00+03:00,700.0,0.0,221.0,0.0,
2022-08-25 19:00:00+03:00,644.0,0.0,222.0,29.0,
2022-08-25 20:00:00+03:00,643.0,0.0,219.0,69.0,
2022-08-25 21:00:00+03:00,626.0,0.0,217.0,99.0,
2022-08-25 22:00:00+03:00,660.0,0.0,218.0,52.0,
2022-08-25 23:00:00+03:00,727.0,0.0,218.0,70.0,
2022-08-26 00:00:00+03:00,810.0,0.0,215.0,6.0,
2022-08-26 01:00:00+03:00,759.0,0.0,217.0,36.0,
2022-08-26 02:00:00+03:00,699.0,0.0,219.0,51.0,
2022-08-26 03:00:00+03:00,686.0,0.0,218.0,70.0,
2022-08-26 04:00:00+03:00,689.0,0.0,215.0,61.0,
2022-08-26 05:00:00+03:00,684.0,0.0,216.0,78.0,
2022-08-26 06:00:00+03:00,710.0,0.0,217.0,47.0,
2022-08-26 07:00:00+03:00,728.0,0.0,217.0,0.0,
2022-08-26 08:00:00+03:00,631.0,0.0,218.0,21.0,
2022-08-26 09:00:00+03:00,585.0,0.0,216.0,26.0,
2022-08-26 10:00:00+03:00,513.0,0.0,217.0,10.0,
2022-08-26 11:00:00+03:00,459.0,0.0,215.0,68.0,
2022-08-26 12:00:00+03:00,383.0,0.0,217.0,105.0,
2022-08-26 13:00:00+03:00,395.0,0.0,221.0,113.0,
2022-08-26 14:00:00+03:00,427.0,0.0,219.0,97.0,
2022-08-26 15:00:00+03:00,443.0,0.0,215.0,118.0,
2022-08-26 16:00:00+03:00,488.0,0.0,213.0,120.0,
2022-08-26 17:00:00+03:00,494.0,0.0,212.0,79.0,
2022-08-26 18:00:00+03:00,494.0,0.0,212.0,130.0,
2022-08-26 19:00:00+03:00,478.0,22.0,214.0,122.0,
2022-08-26 20:00:00+03:00,443.0,101.0,213.0,205.0,
2022-08-26 21:00:00+03:00,531.0,132.0,213.0,127.0,
2022-08-26 22:00:00+03:00,563.0,30.0,216.0,33.0,
2022-08-26 23:00:00+03:00,574.0,0.0,221.0,41.0,
2022-08-27 00:00:00+03:00,567.0,0.0,219.0,44.0,
2022-08-27 01:00:00+03:00,559.0,0.0,218.0,56.0,
2022-08-27 02:00:00+03:00,568.0,0.0,217.0,19.0,
2022-08-27 03:00:00+03:00,552.0,0.0,218.0,7.0,
2022-08-27 04:00:00+03:00,516.0,0.0,220.0,38.0,
2022-08-27 05:00:00+03:00,503.0,0.0,220.0,75.0,
2022-08-27 06:00:00+03:00,478.0,0.0,219.0,85.0,
2022-08-27 07:00:00+03:00,469.0,0.0,218.0,94.0,
2022-08-27 08:00:00+03:00,384.0,72.0,221.0,108.0,
2022-08-27 09:00:00+03:00,340.0,152.0,220.0,120.0,
2022-08-27 10:00:00+03:00,314.0,133.0,215.0,98.0,
2022-08-27 11:00:00+03:00,306.0,134.0,216.0,114.0,
2022-08-27 12:00:00+03:00,290.0,135.0,219.0,181.0,
2022-08-27 13:00:00+03:00,268.0,166.0,218.0,195.0,
2022-08-27 14:00:00+03:00,254.0,211.0,216.0,182.0,
2022-08-27 15:00:00+03:00,262.0,223.0,217.0,188.0,
2022-08-27 16:00:00+03:00,292.0,231.0,216.0,213.0,
2022-08-27 17:00:00+03:00,249.0,121.0,218.0,192.0,
2022-08-27 18:00:00+03:00,297.0,116.0,221.0,174.0,
2022-08-27 19:00:00+03:00,372.0,203.0,219.0,243.0,
2022-08-27 20:00:00+03:00,379.0,233.0,218.0,258.0,
2022-08-27 21:00:00+03:00,412.0,259.0,216.0,204.0,
2022-08-27 22:00:00+03:00,482.0,134.0,218.0,159.0,
2022-08-27 23:00:00+03:00,505.0,52.0,216.0,140.0,
2022-08-28 00:00:00+03:00,530.0,0.0,217.0,123.0,
2022-08-28 01:00:00+03:00,422.0,74.0,219.0,218.0,
2022-08-28 02:00:00+03:00,433.0,76.0,217.0,213.0,
2022-08-28 03:00:00+03:00,460.0,42.0,215.0,198.0,
2022-08-28 04:00:00+03:00,405.0,63.0,218.0,210.0,
2022-08-28 05:00:00+03:00,417.0,92.0,217.0,204.0,
2022-08-28 06:00:00+03:00,433.0,51.0,218.0,169.0,
2022-08-28 07:00:00+03:00,432.0,85.0,218.0,164.0,
2022-08-28 08:00:00+03:00,411.0,149.0,217.0,150.0,
2022-08-28 09:00:00+03:00,352.0,169.0,220.0,140.0,
2022-08-28 10:00:00+03:00,296.0,222.0,216.0,231.0,
2022-08-28 11:00:00+03:00,257.0,207.0,220.0,258.0,
2022-08-28 12:00:00+03:00,212.0,203.0,219.0,287.0,
2022-08-28 13:00:00+03:00,182.0,,217.0,282.0,
2022-08-28 14:00:00+03:00,177.0,195.0,218.0,273.0,
2022-08-28 15:00:00+03:00,205.0,,216.0,300.0,
2022-08-28 16:00:00+03:00,275.0,158.0,217.0,275.0,
2022-08-28 17:00:00+03:00,347.0,,217.0,299.0,
2022-08-28 18:00:00+03:00,310.0,183.0,216.0,350.0,
2022-08-28 19:00:00+03:00,321.0,169.0,216.0,315.0,
2022-08-28 20:00:00+03:00,314.0,192.0,218.0,343.0,
2022-08-28 21:00:00+03:00,344.0,255.0,219.0,369.0,
2022-08-28 22:00:00+03:00,407.0,193.0,218.0,292.0,
2022-08-28 23:00:00+03:00,413.0,52.0,219.0,256.0,
2022-08-29 00:00:00+03:00,445.0,28.0,218.0,230.0,
2022-08-29 01:00:00+03:00,425.0,59.0,220.0,246.0,
2022-08-29 02:00:00+03:00,451.0,2.0,220.0,211.0,
2022-08-29 03:00:00+03:00,391.0,0.0,218.0,200.0,
2022-08-29 04:00:00+03:00,379.0,0.0,218.0,194.0,
2022-08-29 05:00:00+03:00,387.0,53.0,218.0,214.0,
2022-08-29 06:00:00+03:00,344.0,95.0,217.0,282.0,
2022-08-29 07:00:00+03:00,433.0,47.0,218.0,181.0,
2022-08-29 08:00:00+03:00,426.0,145.0,217.0,193.0,
2022-08-29 09:00:00+03:00,411.0,159.0,219.0,130.0,
2022-08-29 10:00:00+03:00,344.0,198.0,218.0,116.0,
2022-08-29 11:00:00+03:00,269.0,254.0,217.0,112.0,
2022-08-29 12:00:00+03:00,275.0,271.0,218.0,125.0,
2022-08-29 13:00:00+03:00,258.0,278.0,221.0,109.0,
2022-08-29 14:00:00+03:00,292.0,278.0,220.0,91.0,
2022-08-29 15:00:00+03:00,325.0,,217.0,116.0,
2022-08-29 16:00:00+03:00,403.0,163.0,218.0,91.0,
2022-08-29 17:00:00+03:00,423.0,124.0,219.0,125.0,
2022-08-29 18:00:00+03:00,427.0,126.0,219.0,172.0,
2022-08-29 19:00:00+03:00,445.0,131.0,218.0,181.0,
2022-08-29 20:00:00+03:00,470.0,153.0,219.0,155.0,
2022-08-29 21:00:00+03:00,499.0,161.0,220.0,164.0,
2022-08-29 22:00:00+03:00,446.0,111.0,218.0,186.0,
2022-08-29 23:00:00+03:00,516.0,0.0,219.0,168.0,
2022-08-30 00:00:00+03:00,488.0,0.0,219.0,120.0,
2022-08-30 01:00:00+03:00,412.0,18.0,218.0,211.0,
2022-08-30 02:00:00+03:00,448.0,0.0,220.0,159.0,
2022-08-30 03:00:00+03:00,478.0,0.0,220.0,127.0,
2022-08-30 04:00:00+03:00,474.0,0.0,220.0,109.0,
2022-08-30 05:00:00+03:00,437.0,0.0,219.0,99.0,
2022-08-30 06:00:00+03:00,406.0,0.0,218.0,164.0,
2022-08-30 07:00:00+03:00,494.0,0.0,218.0,75.0,
2022-08-30 08:00:00+03:00,445.0,61.0,219.0,87.0,
2022-08-30 09:00:00+03:00,402.0,167.0,221.0,96.0,
2022-08-30 10:00:00+03:00,313.0,142.0,221.0,145.0,
2022-08-30 11:00:00+03:00,301.0,135.0,219.0,159.0,
2022-08-30 12:00:00+03:00,281.0,124.0,219.0,151.0,
2022-08-30 13:00:00+03:00,221.0,190.0,219.0,196.0,
2022-08-30 14:00:00+03:00,241.0,160.0,217.0,208.0,
2022-08-30 15:00:00+03:00,222.0,,219.0,288.0,
2022-08-30 16:00:00+03:00,295.0,176.0,221.0,,
2022-08-30 17:00:00+03:00,265.0,194.0,221.0,,
2022-08-30 18:00:00+03:00,254.0,244.0,219.0,,
2022-08-30 19:00:00+03:00,418.0,159.0,216.0,,
2022-08-30 20:00:00+03:00,438.0,140.0,215.0,,
2022-08-30 21:00:00+03:00,483.0,151.0,216.0,,
2022-08-30 22:00:00+03:00,473.0,31.0,219.0,,
2022-08-30 23:00:00+03:00,336.0,122.0,224.0,,
2022-08-31 00:00:00+03:00,421.0,49.0,217.0,,
2022-08-31 01:00:00+03:00,382.0,76.0,220.0,,
2022-08-31 02:00:00+03:00,432.0,0.0,220.0,,
2022-08-31 03:00:00+03:00,481.0,0.0,219.0,,
2022-08-31 04:00:00+03:00,503.0,0.0,218.0,,
2022-08-31 05:00:00+03:00,511.0,0.0,217.0,,
2022-08-31 06:00:00+03:00,437.0,0.0,216.0,,
2022-08-31 07:00:00+03:00,450.0,1.0,217.0,,
2022-08-31 08:00:00+03:00,416.0,62.0,218.0,152.0,
2022-08-31 09:00:00+03:00,345.0,154.0,219.0,168.0,
2022-08-31 10:00:00+03:00,305.0,124.0,218.0,134.0,
2022-08-31 11:00:00+03:00,343.0,127.0,217.0,138.0,
2022-08-31 12:00:00+03:00,293.0,80.0,218.0,189.0,
2022-08-31 13:00:00+03:00,239.0,100.0,217.0,228.0,
2022-08-31 14:00:00+03:00,277.0,80.0,219.0,255.0,
2022-08-31 15:00:00+03:00,392.0,,218.0,210.0,
2022-08-31 16:00:00+03:00,375.0,13.0,219.0,291.0,
2022-08-31 17:00:00+03:00,408.0,30.0,217.0,216.0,
2022-08-31 18:00:00+03:00,369.0,89.0,220.0,213.0,
2022-08-31 19:00:00+03:00,382.0,131.0,218.0,219.0,
2022-08-31 20:00:00+03:00,390.0,180.0,218.0,238.0,
2022-08-31 21:00:00+03:00,498.0,99.0,218.0,223.0,
2022-08-31 22:00:00+03:00,504.0,5.0,219.0,242.0,
2022-08-31 23:00:00+03:00,496.0,,217.0,242.0,
2022-09-01 00:00:00+03:00,577.0,0.0,219.0,180.0,
2022-09-01 01:00:00+03:00,609.0,0.0,217.0,159.0,
2022-09-01 02:00:00+03:00,639.0,0.0,220.0,101.0,
2022-09-01 03:00:00+03:00,678.0,0.0,217.0,52.0,
2022-09-01 04:00:00+03:00,714.0,0.0,220.0,,
2022-09-01 05:00:00+03:00,709.0,0.0,218.0,31.0,
2022-09-01 06:00:00+03:00,672.0,0.0,219.0,64.0,
2022-09-01 07:00:00+03:00,711.0,0.0,222.0,7.0,
2022-09-01 08:00:00+03:00,665.0,0.0,219.0,2.0,
2022-09-01 09:00:00+03:00,665.0,0.0,217.0,0.0,
2022-09-01 10:00:00+03:00,662.0,0.0,217.0,21.0,
2022-09-01 11:00:00+03:00,603.0,0.0,222.0,73.0,
2022-09-01 12:00:00+03:00,570.0,0.0,219.0,2.0,
2022-09-01 13:00:00+03:00,504.0,0.0,221.0,39.0,
2022-09-01 14:00:00+03:00,544.0,0.0,221.0,36.0,
2022-09-01 15:00:00+03:00,549.0,0.0,180.0,3.0,
2022-09-01 16:00:00+03:00,470.0,0.0,27.0,177.0,
2022-09-01 17:00:00+03:00,513.0,0.0,0.0,117.0,
2022-09-01 18:00:00+03:00,498.0,0.0,0.0,107.0,
2022-09-01 19:00:00+03:00,494.0,0.0,0.0,92.0,
2022-09-01 20:00:00+03:00,488.0,0.0,0.0,176.0,
2022-09-01 21:00:00+03:00,551.0,0.0,34.0,71.0,
2022-09-01 22:00:00+03:00,591.0,0.0,120.0,0.0,
2022-09-01 23:00:00+03:00,562.0,0.0,216.0,90.0,
